$ Aurora File: n15x15.gtr.au.dat	Date: 	Misc: 
$ Atem File: n15x15.gtr
VARIABLE W = 1.5e-05
VARIABLE L = 1.5e-05
VARIABLE T = 25
VARIABLE REGION = 0 

TABLE VGS  VBS  VDS  ID  
6.000000e-01   -2.200000e+00   1.000000e+00   2.300000e-13   
7.000000e-01   -2.200000e+00   1.000000e+00   2.200000e-13   
8.000000e-01   -2.200000e+00   1.000000e+00   1.750000e-12   
9.000000e-01   -2.200000e+00   1.000000e+00   5.101000e-11   
1.000000e+00   -2.200000e+00   1.000000e+00   1.150000e-09   
1.100000e+00   -2.200000e+00   1.000000e+00   2.867500e-08   
1.200000e+00   -2.200000e+00   1.000000e+00   2.660500e-07   
1.300000e+00   -2.200000e+00   1.000000e+00   1.047200e-06   
1.400000e+00   -2.200000e+00   1.000000e+00   2.561600e-06   
1.500000e+00   -2.200000e+00   1.000000e+00   4.911100e-06   
1.600000e+00   -2.200000e+00   1.000000e+00   8.114000e-06   
1.700000e+00   -2.200000e+00   1.000000e+00   1.214600e-05   
1.800000e+00   -2.200000e+00   1.000000e+00   1.707100e-05   
1.900000e+00   -2.200000e+00   1.000000e+00   2.285000e-05   
2.000000e+00   -2.200000e+00   1.000000e+00   2.941500e-05   
2.100000e+00   -2.200000e+00   1.000000e+00   3.686100e-05   
2.200000e+00   -2.200000e+00   1.000000e+00   4.502500e-05   
2.300000e+00   -2.200000e+00   1.000000e+00   5.389300e-05   
2.400000e+00   -2.200000e+00   1.000000e+00   6.314500e-05   
2.500000e+00   -2.200000e+00   1.000000e+00   7.247800e-05   
2.600000e+00   -2.200000e+00   1.000000e+00   8.189500e-05   
2.700000e+00   -2.200000e+00   1.000000e+00   9.126100e-05   
2.800000e+00   -2.200000e+00   1.000000e+00   1.004600e-04   
2.900000e+00   -2.200000e+00   1.000000e+00   1.096200e-04   
3.000000e+00   -2.200000e+00   1.000000e+00   1.186700e-04   
3.100000e+00   -2.200000e+00   1.000000e+00   1.275200e-04   
3.200000e+00   -2.200000e+00   1.000000e+00   1.362900e-04   
3.300000e+00   -2.200000e+00   1.000000e+00   1.448600e-04   
3.400000e+00   -2.200000e+00   1.000000e+00   1.533400e-04   
3.500000e+00   -2.200000e+00   1.000000e+00   1.616600e-04   
3.600000e+00   -2.200000e+00   1.000000e+00   1.697400e-04   
0.000000e+00   -3.300000e+00   1.000000e+00   -1.400000e-13   
1.000000e-01   -3.300000e+00   1.000000e+00   -1.000000e-13   
2.000000e-01   -3.300000e+00   1.000000e+00   3.000000e-14   
3.000000e-01   -3.300000e+00   1.000000e+00   1.100000e-13   
4.000000e-01   -3.300000e+00   1.000000e+00   1.800000e-13   
5.000000e-01   -3.300000e+00   1.000000e+00   1.800000e-13   
6.000000e-01   -3.300000e+00   1.000000e+00   2.300000e-13   
7.000000e-01   -3.300000e+00   1.000000e+00   2.200000e-13   
8.000000e-01   -3.300000e+00   1.000000e+00   1.900000e-13   
9.000000e-01   -3.300000e+00   1.000000e+00   2.500000e-13   
1.000000e+00   -3.300000e+00   1.000000e+00   4.590000e-12   
1.100000e+00   -3.300000e+00   1.000000e+00   1.451900e-10   
1.200000e+00   -3.300000e+00   1.000000e+00   4.095000e-09   
1.300000e+00   -3.300000e+00   1.000000e+00   7.289000e-08   
1.400000e+00   -3.300000e+00   1.000000e+00   4.703400e-07   
1.500000e+00   -3.300000e+00   1.000000e+00   1.505600e-06   
1.600000e+00   -3.300000e+00   1.000000e+00   3.323700e-06   
1.700000e+00   -3.300000e+00   1.000000e+00   5.959900e-06   
1.800000e+00   -3.300000e+00   1.000000e+00   9.477400e-06   
1.900000e+00   -3.300000e+00   1.000000e+00   1.386100e-05   
2.000000e+00   -3.300000e+00   1.000000e+00   1.906200e-05   
2.100000e+00   -3.300000e+00   1.000000e+00   2.516000e-05   
2.200000e+00   -3.300000e+00   1.000000e+00   3.204700e-05   
2.300000e+00   -3.300000e+00   1.000000e+00   3.979600e-05   
2.400000e+00   -3.300000e+00   1.000000e+00   4.825700e-05   
2.500000e+00   -3.300000e+00   1.000000e+00   5.715500e-05   
2.600000e+00   -3.300000e+00   1.000000e+00   6.636200e-05   
2.700000e+00   -3.300000e+00   1.000000e+00   7.564000e-05   
2.800000e+00   -3.300000e+00   1.000000e+00   8.481200e-05   
2.900000e+00   -3.300000e+00   1.000000e+00   9.399300e-05   
3.000000e+00   -3.300000e+00   1.000000e+00   1.030800e-04   
3.100000e+00   -3.300000e+00   1.000000e+00   1.119800e-04   
3.200000e+00   -3.300000e+00   1.000000e+00   1.208300e-04   
3.300000e+00   -3.300000e+00   1.000000e+00   1.294700e-04   
3.400000e+00   -3.300000e+00   1.000000e+00   1.380300e-04   
3.500000e+00   -3.300000e+00   1.000000e+00   1.464400e-04   
3.600000e+00   -3.300000e+00   1.000000e+00   1.546100e-04   
0.000000e+00   0.000000e+00   3.300000e+00   8.580000e-12   
1.000000e-01   0.000000e+00   3.300000e+00   6.560000e-12   
2.000000e-01   0.000000e+00   3.300000e+00   8.660000e-12   
3.000000e-01   0.000000e+00   3.300000e+00   4.717000e-11   
4.000000e-01   0.000000e+00   3.300000e+00   5.716600e-10   
5.000000e-01   0.000000e+00   3.300000e+00   7.929800e-09   
6.000000e-01   0.000000e+00   3.300000e+00   8.343600e-08   
7.000000e-01   0.000000e+00   3.300000e+00   4.585100e-07   
8.000000e-01   0.000000e+00   3.300000e+00   1.406900e-06   
