ObjInfo{}
ModelType{DC}
DataType{NMOS}
Delimitor{,}
Workingmode{FORWARD}
Instance{L= 5.000000E-01, W= 1.000000E+00, T= 1.250000E+02}
Input{Vgs, Vbs, Vds}
Output{Ids}
{Id_Vg}
[Vgs, Ids(Vbs= 0.000000E+00), Ids(Vbs= -8.250000E-01), Ids(Vbs= -1.650000E+00), Ids(Vbs= -2.475000E+00), Ids(Vbs= -3.300000E+00), Vds= 1.000000E-01]
 0.000000E+00,  5.628000E-12,  1.020200E-11,  1.226200E-11,  1.412900E-11,  1.596400E-11
 5.000000E-02,  5.799000E-12,  9.651000E-12,  1.188700E-11,  1.393800E-11,  1.594000E-11
 1.000000E-01,  6.800000E-12,  9.317000E-12,  1.175300E-11,  1.402000E-11,  1.621600E-11
 1.500000E-01,  9.699000E-12,  8.953000E-12,  1.156900E-11,  1.397500E-11,  1.625400E-11
 2.000000E-01,  1.746100E-11,  8.533000E-12,  1.129700E-11,  1.376600E-11,  1.624500E-11
 2.500000E-01,  3.767500E-11,  8.066000E-12,  1.088600E-11,  1.354400E-11,  1.612200E-11
 3.000000E-01,  9.214100E-11,  7.685999E-12,  1.042100E-11,  1.320600E-11,  1.586900E-11
 3.500000E-01,  2.357000E-10,  7.788000E-12,  9.811000E-12,  1.265300E-11,  1.531900E-11
 4.000000E-01,  6.170400E-10,  9.608999E-12,  9.162000E-12,  1.193300E-11,  1.466500E-11
 4.500000E-01,  1.664900E-09,  1.712700E-11,  8.583001E-12,  1.120100E-11,  1.395800E-11
 5.000000E-01,  4.475400E-09,  4.285800E-11,  8.601999E-12,  1.045500E-11,  1.322600E-11
 5.500000E-01,  1.186300E-08,  1.273900E-10,  1.058500E-11,  9.761000E-12,  1.240800E-11
 6.000000E-01,  3.028200E-08,  3.953000E-10,  1.953800E-11,  9.427000E-12,  1.153900E-11
 6.500000E-01,  7.186500E-08,  1.149900E-09,  5.204700E-11,  1.054200E-11,  1.069700E-11
 7.000000E-01,  1.555800E-07,  3.967900E-09,  1.667900E-10,  1.712800E-11,  1.032300E-11
 7.500000E-01,  2.948000E-07,  1.190200E-08,  5.410500E-10,  4.240600E-11,  1.166300E-11
 8.000000E-01,  4.962900E-07,  3.356300E-08,  1.784700E-09,  1.322600E-10,  1.917100E-11
 8.500000E-01,  7.521000E-07,  8.520200E-08,  5.688200E-09,  4.341000E-10,  4.813600E-11
 9.000000E-01,  1.047700E-06,  1.880700E-07,  1.728700E-08,  1.457000E-09,  1.515300E-10
 9.500000E-01,  1.368100E-06,  3.564600E-07,  4.827500E-08,  4.733200E-09,  5.014900E-10
 1.000000E+00,  1.701900E-06,  5.881400E-07,  1.186500E-07,  1.472300E-08,  1.694100E-09
 1.050000E+00,  2.045100E-06,  8.712600E-07,  2.513300E-07,  4.279900E-08,  5.622500E-09
 1.100000E+00,  2.382900E-06,  1.179500E-06,  4.490000E-07,  1.076100E-07,  1.741900E-08
 1.150000E+00,  2.716500E-06,  1.500700E-06,  7.014200E-07,  2.301800E-07,  4.922200E-08
 1.200000E+00,  3.044700E-06,  1.826400E-06,  9.897500E-07,  4.185700E-07,  1.213200E-07
 1.250000E+00,  3.365400E-06,  2.150300E-06,  1.296000E-06,  6.617300E-07,  2.530300E-07
 1.300000E+00,  3.678600E-06,  2.468900E-06,  1.609100E-06,  9.407200E-07,  4.486100E-07
