ObjInfo{}
ModelType{DC}
DataType{NMOS}
Delimitor{,}
Workingmode{FORWARD}
Instance{L= 1.000000E+01, W= 2.000000E+01, T= 1.250000E+02}
Input{Vgs, Vbs, Vds}
Output{Ids}
{Id_Vg}
[Vgs, Ids(Vbs= 0.000000E+00), Ids(Vbs= -8.250000E-01), Ids(Vbs= -1.650000E+00), Ids(Vbs= -2.475000E+00), Ids(Vbs= -3.300000E+00), Vds= 1.000000E-01]
 0.000000E+00,  4.199000E-11,  1.167500E-10,  1.499800E-10,  1.821300E-10,  2.135900E-10
 5.000000E-02,  4.051000E-11,  1.134200E-10,  1.501100E-10,  1.853000E-10,  2.195600E-10
 1.000000E-01,  4.028000E-11,  1.115500E-10,  1.515700E-10,  1.895400E-10,  2.261200E-10
 1.500000E-01,  4.220000E-11,  1.088600E-10,  1.512800E-10,  1.908200E-10,  2.282100E-10
 2.000000E-01,  4.928000E-11,  1.049300E-10,  1.486800E-10,  1.894000E-10,  2.285400E-10
 2.500000E-01,  6.491000E-11,  1.003400E-10,  1.450000E-10,  1.872600E-10,  2.278200E-10
 3.000000E-01,  1.019400E-10,  9.403000E-11,  1.404700E-10,  1.840200E-10,  2.253600E-10
 3.500000E-01,  2.014600E-10,  8.724000E-11,  1.343600E-10,  1.784000E-10,  2.199500E-10
 4.000000E-01,  4.713500E-10,  8.071000E-11,  1.259300E-10,  1.702100E-10,  2.118900E-10
 4.500000E-01,  1.150000E-09,  7.781000E-11,  1.162200E-10,  1.607100E-10,  2.026200E-10
 5.000000E-01,  3.256100E-09,  8.479000E-11,  1.068700E-10,  1.503600E-10,  1.930500E-10
 5.500000E-01,  8.754700E-09,  1.160300E-10,  9.872000E-11,  1.397500E-10,  1.822200E-10
 6.000000E-01,  2.332900E-08,  2.251000E-10,  9.440000E-11,  1.295200E-10,  1.706900E-10
 6.500000E-01,  5.784900E-08,  5.871300E-10,  9.882000E-11,  1.202900E-10,  1.595100E-10
 7.000000E-01,  1.311900E-07,  1.794400E-09,  1.261700E-10,  1.131800E-10,  1.492700E-10
 7.500000E-01,  2.595500E-07,  5.539400E-09,  2.268400E-10,  1.122500E-10,  1.396900E-10
 8.000000E-01,  4.544000E-07,  1.700300E-08,  5.791100E-10,  1.245000E-10,  1.323200E-10
 8.500000E-01,  7.125200E-07,  4.783100E-08,  1.769900E-09,  1.758800E-10,  1.301000E-10
 9.000000E-01,  1.022100E-06,  1.181100E-07,  5.640500E-09,  3.641700E-10,  1.381100E-10
 9.500000E-01,  1.368000E-06,  2.486500E-07,  1.779500E-08,  1.022500E-09,  1.760800E-10
 1.000000E+00,  1.738300E-06,  4.489400E-07,  5.103500E-08,  3.264900E-09,  3.200700E-10
 1.050000E+00,  2.128300E-06,  7.155100E-07,  1.278800E-07,  1.065900E-08,  8.480400E-10
 1.100000E+00,  2.519900E-06,  1.024100E-06,  2.659400E-07,  3.263800E-08,  2.659800E-09
 1.150000E+00,  2.913700E-06,  1.361400E-06,  4.709000E-07,  8.695600E-08,  8.600900E-09
 1.200000E+00,  3.307400E-06,  1.716400E-06,  7.322900E-07,  1.952200E-07,  2.695000E-08
 1.250000E+00,  3.697700E-06,  2.079600E-06,  1.032400E-06,  3.683200E-07,  7.398200E-08
 1.300000E+00,  4.083700E-06,  2.446200E-06,  1.356300E-06,  6.004100E-07,  1.709000E-07
 1.350000E+00,  4.464100E-06,  2.812200E-06,  1.693000E-06,  8.751600E-07,  3.300200E-07
 1.400000E+00,  4.838900E-06,  3.176400E-06,  2.036500E-06,  1.177200E-06,  5.475100E-07
 1.450000E+00,  5.212400E-06,  3.541700E-06,  2.386600E-06,  1.499100E-06,  8.117800E-07
 1.500000E+00,  5.573900E-06,  3.896800E-06,  2.730600E-06,  1.823900E-06,  1.099300E-06
 1.550000E+00,  5.928300E-06,  4.246500E-06,  3.071700E-06,  2.151500E-06,  1.401800E-06
 1.600000E+00,  6.275400E-06,  4.589800E-06,  3.408600E-06,  2.478100E-06,  1.711500E-06
 1.650000E+00,  6.617300E-06,  4.928600E-06,  3.742200E-06,  2.804000E-06,  2.025400E-06
 1.700000E+00,  6.952800E-06,  5.262000E-06,  4.071400E-06,  3.127400E-06,  2.339900E-06
 1.750000E+00,  7.282200E-06,  5.589700E-06,  4.395800E-06,  3.447100E-06,  2.653000E-06
 1.800000E+00,  7.606100E-06,  5.912200E-06,  4.715600E-06,  3.763200E-06,  2.963900E-06
 1.850000E+00,  7.928800E-06,  6.233900E-06,  5.035200E-06,  4.079700E-06,  3.276200E-06
 1.900000E+00,  8.240800E-06,  6.545400E-06,  5.345100E-06,  4.387100E-06,  3.580400E-06
 1.950000E+00,  8.547700E-06,  6.851800E-06,  5.650200E-06,  4.690100E-06,  3.880900E-06
 2.000000E+00,  8.849600E-06,  7.153600E-06,  5.950800E-06,  4.989200E-06,  4.177600E-06
 2.050000E+00,  9.146200E-06,  7.450300E-06,  6.246800E-06,  5.283700E-06,  4.470500E-06
 2.100000E+00,  9.438400E-06,  7.742500E-06,  6.538300E-06,  5.574100E-06,  4.759400E-06
 2.150000E+00,  9.725800E-06,  8.029900E-06,  6.825400E-06,  5.860500E-06,  5.044400E-06
 2.200000E+00,  1.001300E-05,  8.317300E-06,  7.112800E-06,  6.147000E-06,  5.329800E-06
 2.250000E+00,  1.029100E-05,  8.596000E-06,  7.391300E-06,  6.425000E-06,  5.607000E-06
 2.300000E+00,  1.056500E-05,  8.870300E-06,  7.665700E-06,  6.699100E-06,  5.880400E-06
 2.350000E+00,  1.083500E-05,  9.141000E-06,  7.936600E-06,  6.969700E-06,  6.150400E-06
 2.400000E+00,  1.110100E-05,  9.407700E-06,  8.203400E-06,  7.236400E-06,  6.416600E-06
 2.450000E+00,  1.136300E-05,  9.670100E-06,  8.466200E-06,  7.499200E-06,  6.679200E-06
 2.500000E+00,  1.162100E-05,  9.928600E-06,  8.725400E-06,  7.758500E-06,  6.938100E-06
 2.550000E+00,  1.187500E-05,  1.018400E-05,  8.981300E-06,  8.014100E-06,  7.194000E-06
 2.600000E+00,  1.213100E-05,  1.043900E-05,  9.237000E-06,  8.270300E-06,  7.450100E-06
 2.650000E+00,  1.237800E-05,  1.068700E-05,  9.485400E-06,  8.519100E-06,  7.698800E-06
 2.700000E+00,  1.262100E-05,  1.093200E-05,  9.730400E-06,  8.764300E-06,  7.944200E-06
 2.750000E+00,  1.286100E-05,  1.117200E-05,  9.972100E-06,  9.006500E-06,  8.186400E-06
 2.800000E+00,  1.309800E-05,  1.141100E-05,  1.021100E-05,  9.245500E-06,  8.425500E-06
 2.850000E+00,  1.333100E-05,  1.164500E-05,  1.044600E-05,  9.481200E-06,  8.661700E-06
 2.900000E+00,  1.356200E-05,  1.187600E-05,  1.067800E-05,  9.713700E-06,  8.894500E-06
 2.950000E+00,  1.379300E-05,  1.210800E-05,  1.091000E-05,  9.946900E-06,  9.128100E-06
 3.000000E+00,  1.401600E-05,  1.233300E-05,  1.113600E-05,  1.017300E-05,  9.354900E-06
 3.050000E+00,  1.423700E-05,  1.255500E-05,  1.135900E-05,  1.039700E-05,  9.578900E-06
 3.100000E+00,  1.445500E-05,  1.277400E-05,  1.157900E-05,  1.061700E-05,  9.799900E-06
 3.150000E+00,  1.467000E-05,  1.299000E-05,  1.179600E-05,  1.083500E-05,  1.001800E-05
 3.200000E+00,  1.488300E-05,  1.320300E-05,  1.201000E-05,  1.105000E-05,  1.023400E-05
 3.250000E+00,  1.509200E-05,  1.341300E-05,  1.222100E-05,  1.126200E-05,  1.044700E-05
 3.300000E+00,  1.529800E-05,  1.362100E-05,  1.243000E-05,  1.147200E-05,  1.065700E-05
[Vgs, Ids(Vbs= 0.000000E+00), Ids(Vbs= -8.250000E-01), Ids(Vbs= -1.650000E+00), Ids(Vbs= -2.475000E+00), Ids(Vbs= -3.300000E+00), Vds= 3.630000E+00]
 0.000000E+00,  1.332000E-09,  1.224100E-09,  1.230500E-09,  1.249200E-09,  1.281300E-09
 5.000000E-02,  1.287800E-09,  1.204100E-09,  1.211600E-09,  1.234200E-09,  1.269100E-09
 1.000000E-01,  1.259700E-09,  1.186800E-09,  1.197800E-09,  1.221600E-09,  1.257600E-09
 1.500000E-01,  1.244400E-09,  1.173100E-09,  1.185100E-09,  1.211300E-09,  1.248200E-09
 2.000000E-01,  1.232400E-09,  1.159900E-09,  1.176000E-09,  1.201300E-09,  1.239900E-09
 2.500000E-01,  1.239800E-09,  1.148000E-09,  1.162300E-09,  1.191300E-09,  1.230200E-09
 3.000000E-01,  1.297700E-09,  1.136900E-09,  1.151300E-09,  1.181000E-09,  1.220600E-09
 3.500000E-01,  1.472200E-09,  1.128900E-09,  1.140600E-09,  1.171100E-09,  1.212100E-09
 4.000000E-01,  1.740300E-09,  1.122000E-09,  1.130400E-09,  1.162500E-09,  1.202400E-09
 4.500000E-01,  2.522600E-09,  1.118100E-09,  1.120000E-09,  1.150800E-09,  1.191700E-09
 5.000000E-01,  4.717000E-09,  1.132800E-09,  1.111700E-09,  1.140200E-09,  1.181000E-09
 5.500000E-01,  1.067000E-08,  1.201800E-09,  1.105200E-09,  1.129900E-09,  1.170300E-09
 6.000000E-01,  2.660500E-08,  1.385200E-09,  1.104000E-09,  1.122000E-09,  1.160800E-09
 6.500000E-01,  6.460600E-08,  1.737100E-09,  1.120600E-09,  1.116300E-09,  1.153000E-09
 7.000000E-01,  1.477500E-07,  3.029000E-09,  1.196500E-09,  1.114300E-09,  1.146700E-09
 7.500000E-01,  3.004000E-07,  7.091900E-09,  1.351300E-09,  1.122700E-09,  1.142100E-09
 8.000000E-01,  5.511500E-07,  1.956300E-08,  1.699800E-09,  1.170400E-09,  1.139900E-09
 8.500000E-01,  9.215700E-07,  5.340100E-08,  2.973800E-09,  1.294900E-09,  1.149500E-09
 9.000000E-01,  1.428500E-06,  1.328900E-07,  7.179900E-09,  1.460400E-09,  1.195800E-09
 9.500000E-01,  2.081900E-06,  2.888900E-07,  2.041600E-08,  2.160000E-09,  1.285300E-09
 1.000000E+00,  2.890400E-06,  5.513600E-07,  5.700100E-08,  4.568400E-09,  1.411800E-09
 1.050000E+00,  3.871700E-06,  9.488500E-07,  1.446300E-07,  1.150000E-08,  1.971700E-09
 1.100000E+00,  4.999100E-06,  1.484200E-06,  3.124700E-07,  3.665900E-08,  3.915300E-09
 1.150000E+00,  6.284300E-06,  2.170000E-06,  5.892300E-07,  9.756500E-08,  1.037200E-08
 1.200000E+00,  7.729600E-06,  3.012100E-06,  9.953200E-07,  2.256800E-07,  3.048200E-08
 1.250000E+00,  9.330100E-06,  4.010700E-06,  1.542000E-06,  4.500100E-07,  8.295800E-08
 1.300000E+00,  1.108500E-05,  5.166600E-06,  2.236700E-06,  7.933400E-07,  1.967800E-07
 1.350000E+00,  1.299100E-05,  6.477100E-06,  3.081400E-06,  1.269100E-06,  4.007600E-07
 1.400000E+00,  1.504800E-05,  7.944000E-06,  4.079700E-06,  1.886800E-06,  7.183800E-07
 1.450000E+00,  1.728400E-05,  9.586300E-06,  5.246600E-06,  2.661400E-06,  1.170900E-06
 1.500000E+00,  1.963000E-05,  1.135500E-05,  6.547700E-06,  3.572600E-06,  1.753900E-06
 1.550000E+00,  2.211500E-05,  1.326800E-05,  7.995900E-06,  4.629400E-06,  2.476800E-06
